"","date","party","approve_rate","approve_lower","approve_upper"
"149",2020-03-07,"민생당",2.39749279117297,1.58160320212295,3.21333079267284
"150",2020-03-08,"민생당",1.42627687625167,0.921782582796787,1.93802527643861
"151",2020-03-09,"민생당",1.45154039413862,0.508596622520625,2.4017554065084
"152",2020-03-10,"민생당",1.39194429501675,0.27687548520768,2.48806585738512
"153",2020-03-11,"민생당",1.30903024234706,0.143553929354465,2.47322554833408
"154",2020-03-12,"민생당",1.17010014658949,0.0784073237509153,2.27799479033492
"155",2020-03-13,"민생당",0.933790529307739,0.0111342047925023,1.84706190985214
"156",2020-03-14,"민생당",0.611234008398868,-0.0447026831321035,1.26598886211781
"157",2020-03-15,"민생당",1.04312997783834,0.298962069426091,1.77859238913834
"158",2020-03-16,"민생당",1.42197864904002,1.40600546651228,1.43795673278796
"159",2019-12-29,"정의당",19.7493241982313,19.7327642793257,19.7656457734277
"160",2019-12-30,"정의당",19.420068593632,17.7140232258951,21.1339726868198
"161",2019-12-31,"정의당",19.0959529056924,16.937956859764,21.2237044050492
"162",2020-01-01,"정의당",19.1151603397786,16.6603501343609,21.5491279627673
"163",2020-01-02,"정의당",19.0753413861287,16.7161724212699,21.4472908328808
"164",2020-01-03,"정의당",19.0007896246045,16.6693129495871,21.2778233398462
"165",2020-01-04,"정의당",18.9766249087726,15.9617252137919,22.0138045972056
"166",2020-01-05,"정의당",19.0639571028333,15.617002190862,22.4332478909509
"167",2020-01-06,"정의당",19.0859892931195,15.3138419303345,22.8967853032319
"168",2020-01-07,"정의당",19.1364909268278,15.0391786424287,23.1502517646821
"169",2020-01-08,"정의당",19.1733155080557,14.9982586468912,23.3634327809432
"170",2020-01-09,"정의당",19.1681997075233,14.7049228820224,23.553357636726
"171",2020-01-10,"정의당",19.2161394197254,14.7848533302998,23.6865553345078
"172",2020-01-11,"정의당",19.2931932613449,14.6448413433645,23.9151020869253
"173",2020-01-12,"정의당",19.278460299803,14.6966892681023,23.9138426444911
"174",2020-01-13,"정의당",19.2768536406984,14.7016621883406,23.9034019618528
"175",2020-01-14,"정의당",19.3413184213344,14.7394702312469,23.8490118129966
"176",2020-01-15,"정의당",19.3254646622572,14.8456831622128,23.9669662520938
"177",2020-01-16,"정의당",19.3999729212078,15.0332453887142,23.7539804711107
"178",2020-01-17,"정의당",19.3675203724681,15.1409305701219,23.666298883246
"179",2020-01-18,"정의당",19.3465875451146,15.2515783599418,23.3899577857408
"180",2020-01-19,"정의당",19.4138702264138,15.6174343243447,23.1214104455444
"181",2020-01-20,"정의당",19.3887721924155,16.0083535635571,22.735728617141
"182",2020-01-21,"정의당",19.4383961438911,16.5957236132615,22.3017554893723
"183",2020-01-22,"정의당",19.4669818412538,17.2750207598371,21.644041611448
"184",2020-01-23,"정의당",17.3169808209604,15.6003166333752,19.0894725098284
"185",2020-01-24,"정의당",17.3411002335872,14.8583356805994,19.8007544240857
"186",2020-01-25,"정의당",17.3995733901828,14.5766834578441,20.2436925591454
"187",2020-01-26,"정의당",17.4791498309377,14.3721135820509,20.6259442182876
"188",2020-01-27,"정의당",17.5187386284599,14.4420010816374,20.6321240655423
"189",2020-01-28,"정의당",17.5704661741282,14.4973344296374,20.5816143843624
"190",2020-01-29,"정의당",17.6796027769582,14.8750964675006,20.4621228056538
"191",2020-01-30,"정의당",17.7546381971952,15.2005389791654,20.2697961229389
"192",2020-01-31,"정의당",17.4754621098785,14.8255088561947,20.1697372274657
