"","party","orgs","house_effect"
"d[1]","미래통합당","엠브레인퍼블릭",-2.02845806038186
"d[2]","미래통합당","입소스",0.423017509086108
"d[3]","미래통합당","리얼미터",1.46222995866542
"d[4]","미래통합당","조원씨앤아이",2.3789714302347
"d[5]","미래통합당","한국리서치",2.16500233767102
