"","party","orgs","house_effect"
"d[1]","민주평화당","한국리서치",-0.58491948830349
"d[2]","민주평화당","리서치앤리서치",-0.42473591095775
"d[3]","민주평화당","리서치뷰",0.12893994397115
"d[4]","민주평화당","조원씨앤아이",1.03392858419593
