"","party","orgs","house_effect"
"d[1]","민주평화당","한국리서치",-0.551827728579155
"d[2]","민주평화당","리서치앤리서치",-0.417522655423826
"d[3]","민주평화당","리서치뷰",0.149559746988524
"d[4]","민주평화당","조원씨앤아이",1.0578130431931
