"","party","orgs","house_effect"
"d[1]","국민의당","한국리서치",-4.85849782965058
"d[2]","국민의당","엠브레인퍼블릭",-4.46754228488673
"d[3]","국민의당","리얼미터",-1.24244866278504
"d[4]","국민의당","입소스",0.76661610476015
