조사 시작,중간 날짜,조사 끝,광역,선거구,,새누리당,더불어민주당,국민의당,정의당,무소속1,무소속2,무소속3,새누리1,민주1,국민1,정의1,무속1,무속2,무속3,무응답,조사 기관,언론사,조사방법,ARS/전화면접,"응답자수(N, 응답완료사례수)",응답률,가중치,나이
2016-03-31,2016-04-01,2016-04-01,경기,이천시,경기이천시,0.486,0.259,0,0,0,0,0,0.652348993,0.284194092,0,0,0,0,0,0.255,리얼미터,경기신문,유선/스마트폰앱혼합,ARS,507,5.5,2.42,2
2016-03-18,2016-03-19,2016-03-19,경기,안성시,경기안성시,0.474,0.24,0.1,0,0,0,0,0.582309582,0.260216314,0.106097881,0,0,0,0,0.186,리얼미터,중부일보,유선/스마트폰앱혼합,ARS,513,2.9,2.04,3
2016-04-02,2016-04-03,2016-04-03,경기,김포시갑,경기김포시갑,0.444,0.393,0,0,0,0,0,0.53046595,0.425570645,0,0,0,0,0,0.163,리얼미터,김포데일리,유선/스마트폰앱혼합,ARS,504,3.7,2.16,3
2016-04-02,2016-04-03,2016-04-03,경기,김포시갑,경기김포시갑,0.249,0.35,0,0,0,0,0,0.415692821,0.457102366,0,0,0,0,0,0.401,한국CNR,경인일보,유선/인터넷혼합,전화면접,506,21.2,1.64,3
2016-03-29,2016-03-30,2016-03-31,경기,김포시갑,경기김포시갑,0.377,0.444,0,0,0,0,0,0.459196102,0.491587595,0,0,0,0,0,0.179,마크로밀엠브레인,YTN,유무선혼합RDD,전화면접,510,17.8,1.35,3
2016-04-02,2016-04-03,2016-04-03,경기,김포시을,경기김포시을,0.458,0.284,0.111,0,0,0,0,0.536928488,0.304744413,0.116514283,0,0,0,0,0.147,리얼미터,김포데일리,유선/스마트폰앱혼합,ARS,511,2.2,2.35,3
2016-04-05,2016-04-06,2016-04-06,경기,김포시을,경기김포시을,0.493,0.316,0.112,0,0,0,0,0.535287731,0.328043211,0.114832818,0,0,0,0,0.079,리얼미터,경기신문,유선/스마트폰앱혼합,ARS,516,2.3,2.54,3
2016-03-25,2016-03-26,2016-03-27,경기,화성시을,경기화성시을,0.274,0.422,0.147,0,0,0,0,0.325029656,0.472020136,0.155712126,0,0,0,0,0.157,리얼미터,중부일보,유선/스마트폰앱혼합,ARS,500,1,2.48,3
2016-03-29,2016-03-30,2016-03-30,경기,화성시병,경기화성시병,0.193,0.223,0.063,0,0,0,0,0.402922756,0.323693764,0.079785565,0,0,0,0,0.521,한국CNR,경인일보,유선/인터넷혼합,전화면접,508,20.5,1.19,2
2016-03-27,2016-03-28,2016-03-28,경기,광주시을,경기광주시을,0.408,0.386,0,0,0,0,0,0.513853904,0.428958521,0,0,0,0,0,0.206,리얼미터,중부일보,유선/스마트폰앱혼합,ARS,502,2.1,2.3,3
2016-03-25,2016-03-26,2016-03-26,경기,광주시을,경기광주시을,0.414,0.396,0,0,0,0,0,0.511111111,0.43655071,0,0,0,0,0,0.19,윈스리서치,광주뉴스,유선/스마트폰앱혼합,ARS,1000,1.6,2.45,3
