"","party","orgs","house_effect"
"d[1]","정의당","리얼미터",-8.20454380042199
"d[2]","정의당","조원씨앤아이",-5.60771569610954
"d[3]","정의당","리서치뷰",-4.7528631632889
"d[4]","정의당","엠브레인퍼블릭",-5.62807968362015
"d[5]","정의당","입소스",-1.33810209867696
"d[6]","정의당","한국리서치",-0.640233272213759
"d[7]","정의당","리서치앤리서치",1.01931522966837
