"","date","region","party","mean_rate","lower_rate","upper_rate","mu","sd"
"mu[4]7",2016-03-13,"강원동해시삼척시","새누리당",38.7599807524325,33.8135777235756,43.6618373843764,38.7588815231379,1.31087218736597
"mu[5]7",2016-03-14,"강원동해시삼척시","새누리당",38.6477207479867,32.6425062466897,44.0201142497262,38.6533549347443,1.47552991814776
"mu[6]7",2016-03-15,"강원동해시삼척시","새누리당",38.6148678538921,32.6487599049803,44.2965166170648,38.5878888142992,1.61444239234578
"mu[7]7",2016-03-16,"강원동해시삼척시","새누리당",38.5407571073444,31.8074952770441,45.7200936545086,38.5496842791893,1.68418583939906
"mu[8]7",2016-03-17,"강원동해시삼척시","새누리당",38.4527500536768,31.8526387868369,44.7337393820868,38.4969619725141,1.74916873793795
"mu[9]7",2016-03-18,"강원동해시삼척시","새누리당",38.4040398492088,31.8014640281626,45.2543274507353,38.4015745181661,1.7569798912627
"mu[10]7",2016-03-19,"강원동해시삼척시","새누리당",38.319431467433,30.8846345906389,44.5614900780966,38.3190122980462,1.78025666108624
"mu[11]7",2016-03-20,"강원동해시삼척시","새누리당",38.2631784966205,31.1951371818474,45.0889212410943,38.2677557957052,1.78829496366498
"mu[12]7",2016-03-21,"강원동해시삼척시","새누리당",38.2057804336421,31.5171376173475,44.9726538294952,38.197792187621,1.77767057654325
"mu[13]7",2016-03-22,"강원동해시삼척시","새누리당",38.1526781229276,30.717317755542,44.8390293641997,38.1340263616819,1.76561047783394
"mu[14]7",2016-03-23,"강원동해시삼척시","새누리당",38.0580192086295,30.9764871299288,44.9856269303134,38.0726948066653,1.75742358379507
"mu[15]7",2016-03-24,"강원동해시삼척시","새누리당",37.9631677146876,32.0521175310163,44.612485508379,37.9733751585579,1.68238340267609
"mu[16]7",2016-03-25,"강원동해시삼척시","새누리당",37.9510056747554,32.0836199430371,43.9155995395819,37.9320959652457,1.59585338762499
"mu[17]7",2016-03-26,"강원동해시삼척시","새누리당",37.8804391069148,32.8471450431579,43.0563509274989,37.8799023526686,1.46210268219538
"mu[18]7",2016-03-27,"강원동해시삼척시","새누리당",37.6438704561693,32.2696706629526,44.600028135199,37.6260532723351,1.47772624006481
"mu[19]7",2016-03-28,"강원동해시삼척시","새누리당",37.414450591201,32.1022484131389,42.7304353096515,37.406210570568,1.43921698876051
"mu[20]7",2016-03-29,"강원동해시삼척시","새누리당",37.1558272244121,32.4061750823138,42.123037084467,37.1551640384405,1.38569460733171
"mu[21]7",2016-03-30,"강원동해시삼척시","새누리당",36.884173882419,31.916478361373,41.4125579019515,36.8755406814962,1.25794978444218
"mu[22]7",2016-03-31,"강원동해시삼척시","새누리당",36.4664738724285,32.0863849317017,40.7391176567481,36.4647923372884,1.25843501047824
"mu[23]7",2016-04-01,"강원동해시삼척시","새누리당",36.0912238235785,31.1235377980144,40.7829216295501,36.0747474188276,1.28253996927252
"mu[24]7",2016-04-02,"강원동해시삼척시","새누리당",35.6573042828754,31.0205732514838,40.289604872433,35.6598361790808,1.20441166733577
"mu[25]7",2016-04-03,"강원동해시삼척시","새누리당",35.4105068626504,31.038492766697,39.9866600603091,35.4117884587756,1.21849583172384
"mu[26]7",2016-04-04,"강원동해시삼척시","새누리당",35.252402469515,31.3594254736539,39.4787440863199,35.2465962905422,1.18226007038643
"mu[27]7",2016-04-05,"강원동해시삼척시","새누리당",35.0316928649609,30.6847319469602,39.4079021479664,35.0392643611048,1.03696223730529
"mu[28]7",2016-04-06,"강원동해시삼척시","새누리당",34.8269847608594,31.802133369308,38.0118869479379,34.840852719058,0.79121654406608
"mu[1]8",2016-03-10,"강원동해시삼척시","민주당",19.4565261744591,19.1011360181918,19.7863152051832,19.4558131369319,0.0913612978282088
"mu[2]8",2016-03-11,"강원동해시삼척시","민주당",19.4764494993014,16.1893724841841,22.5439869361587,19.4868258507446,0.835233734780824
"mu[3]8",2016-03-12,"강원동해시삼척시","민주당",19.4316359801554,15.2761890730308,23.4628760507438,19.4494786354875,1.13969013573746
"mu[4]8",2016-03-13,"강원동해시삼척시","민주당",19.4139067843111,14.15797276516,24.6704988569469,19.4128009616259,1.37620187145016
"mu[5]8",2016-03-14,"강원동해시삼척시","민주당",19.3430275716441,13.4859981774604,24.8190720492608,19.3449758926399,1.55799029995361
"mu[6]8",2016-03-15,"강원동해시삼척시","민주당",19.3578737313207,12.5418374044479,25.5120903571511,19.3553341119308,1.64221545306139
"mu[7]8",2016-03-16,"강원동해시삼척시","민주당",19.302677232281,12.8010352382359,27.936123366688,19.3318833589035,1.7451275216097
"mu[8]8",2016-03-17,"강원동해시삼척시","민주당",19.2990165805147,12.7810825793623,26.0024645741622,19.314609101077,1.8201403461266
"mu[9]8",2016-03-18,"강원동해시삼척시","민주당",19.2630876600225,12.5987817037251,26.3769155636905,19.2769360031928,1.86009759422018
"mu[10]8",2016-03-19,"강원동해시삼척시","민주당",19.2575718710618,11.4834953182798,26.1304771408715,19.269254395523,1.84392517979271
"mu[11]8",2016-03-20,"강원동해시삼척시","민주당",19.2406397744741,11.7471765650476,25.5460384368726,19.2457894919825,1.82028388064873
"mu[12]8",2016-03-21,"강원동해시삼척시","민주당",19.157061542083,12.3455352802593,25.8470062873362,19.1961348912381,1.79618154124925
"mu[13]8",2016-03-22,"강원동해시삼척시","민주당",19.2139720040534,12.5108183743864,25.8479276859416,19.2054851174601,1.73246765856608
"mu[14]8",2016-03-23,"강원동해시삼척시","민주당",19.1839794258804,12.9427677675438,25.8843310426045,19.1681995160148,1.68532762548235
"mu[15]8",2016-03-24,"강원동해시삼척시","민주당",19.194676805018,13.4789637761134,25.6538292408588,19.1741670705435,1.59570443852048
"mu[16]8",2016-03-25,"강원동해시삼척시","민주당",19.1627094640865,12.655814811239,24.6684334449552,19.147247551176,1.48921436564842
"mu[17]8",2016-03-26,"강원동해시삼척시","민주당",19.1213827894087,12.8224894504854,23.8648282961639,19.1357215326153,1.33136370215066
"mu[18]8",2016-03-27,"강원동해시삼척시","민주당",19.0801874008914,14.218644464403,24.0768182881384,19.0862295864154,1.34778636042322
"mu[19]8",2016-03-28,"강원동해시삼척시","민주당",19.0301398307107,14.137862116537,24.2690104277698,19.0161063863406,1.35190514793321
"mu[20]8",2016-03-29,"강원동해시삼척시","민주당",18.9320619117437,13.8162447337483,23.7681118999166,18.9428131114558,1.30331943539813
"mu[21]8",2016-03-30,"강원동해시삼척시","민주당",18.9401858809545,14.3812346057786,23.8273193260301,18.9151453603864,1.17725131511878
"mu[22]8",2016-03-31,"강원동해시삼척시","민주당",17.9109235378921,13.1002962167209,22.3949094879205,17.8940824494956,1.21568850483755
"mu[23]8",2016-04-01,"강원동해시삼척시","민주당",16.8560226414359,12.5990065713066,21.4910604077375,16.8623801648484,1.1920066313148
"mu[24]8",2016-04-02,"강원동해시삼척시","민주당",15.875510501024,11.5401537459953,19.6765395015674,15.8845311504914,1.09192288606673
"mu[25]8",2016-04-03,"강원동해시삼척시","민주당",15.4529957579788,11.2461337902598,19.7817188476868,15.4499832325691,1.13756909859863
"mu[26]8",2016-04-04,"강원동해시삼척시","민주당",15.0498502882607,10.2613419992461,19.7057417922708,15.0542074828692,1.16001595031097
"mu[27]8",2016-04-05,"강원동해시삼척시","민주당",14.6677987650346,10.713929631682,19.8017693075173,14.6661165943803,1.06398364157742
"mu[28]8",2016-04-06,"강원동해시삼척시","민주당",14.2708854287676,10.9338401360141,17.6439011895841,14.2768050282461,0.832710120667358
"mu[1]9",2016-03-10,"강원동해시삼척시","무소속1",41.6330143188229,41.3166628002674,41.9460500158225,41.6325716444188,0.0900709235265689
"mu[2]9",2016-03-11,"강원동해시삼척시","무소속1",41.7178123141149,38.3807768729722,44.709202885889,41.7180341590367,0.836158230453688
"mu[3]9",2016-03-12,"강원동해시삼척시","무소속1",41.7961733216363,37.4895591475868,46.1565575470479,41.8039424085825,1.1269821392564
"mu[4]9",2016-03-13,"강원동해시삼척시","무소속1",41.8873827122692,37.2092652214366,47.4691571732645,41.8817080167093,1.29646927348601
"mu[5]9",2016-03-14,"강원동해시삼척시","무소속1",41.9652278461948,36.0257546508202,47.6877105905542,41.9879939857897,1.46799518383988
"mu[6]9",2016-03-15,"강원동해시삼척시","무소속1",42.0411396459841,36.4397129280045,48.7986842803361,42.0521950459023,1.60768553123
"mu[7]9",2016-03-16,"강원동해시삼척시","무소속1",42.1448959716286,35.9023068226043,48.8856993086571,42.1463619914602,1.71164888589005
"mu[8]9",2016-03-17,"강원동해시삼척시","무소속1",42.2321897644176,35.6798297463252,48.8552883147429,42.2491544598917,1.77394198414262
"mu[9]9",2016-03-18,"강원동해시삼척시","무소속1",42.2875742256137,35.136024996011,50.3036634322738,42.3154990620811,1.8876426533711
"mu[10]9",2016-03-19,"강원동해시삼척시","무소속1",42.4425973516001,35.0956500599767,50.1639481252542,42.3871250224903,1.92695208434155
"mu[11]9",2016-03-20,"강원동해시삼척시","무소속1",42.4917438999077,35.4483779498459,49.6671241926572,42.4816284621205,1.94324687269927
"mu[12]9",2016-03-21,"강원동해시삼척시","무소속1",42.5788795073844,35.0229304758613,49.4631601928176,42.577212388081,1.91912754255704
"mu[13]9",2016-03-22,"강원동해시삼척시","무소속1",42.6714758131661,35.0824408612093,49.8758661600169,42.669501587546,1.86682997309945
"mu[14]9",2016-03-23,"강원동해시삼척시","무소속1",42.7676106334729,35.9418937474996,49.9727871532763,42.7689184577784,1.7918925689381
"mu[15]9",2016-03-24,"강원동해시삼척시","무소속1",42.891119255303,35.5253754539372,49.3938835077626,42.8947987780529,1.68664669726253
"mu[16]9",2016-03-25,"강원동해시삼척시","무소속1",42.9904073577335,36.8950740680979,48.8435760893178,42.9791636932658,1.60078064631721
"mu[17]9",2016-03-26,"강원동해시삼척시","무소속1",43.044139988122,37.3188937966028,48.5645385893534,43.0666052215268,1.44325593355476
"mu[18]9",2016-03-27,"강원동해시삼척시","무소속1",43.3800806993877,38.2659612401203,48.9875528500939,43.380966687172,1.4438434828938
"mu[19]9",2016-03-28,"강원동해시삼척시","무소속1",43.6767044540392,38.6739110545572,48.7286587899298,43.6552276613238,1.42861504573308
"mu[20]9",2016-03-29,"강원동해시삼척시","무소속1",43.9602161697225,38.2852081336669,49.1910492641884,43.9597994974708,1.44528628198215
"mu[21]9",2016-03-30,"강원동해시삼척시","무소속1",44.260947378119,39.1353387354756,48.8574781584442,44.2633589211088,1.31126396592731
"mu[22]9",2016-03-31,"강원동해시삼척시","무소속1",45.4603423319627,40.3197175245856,50.1014897584344,45.4467468388022,1.33279308398348
"mu[23]9",2016-04-01,"강원동해시삼척시","무소속1",46.6916547106894,41.4447774874112,51.6386106401366,46.6799147901245,1.30012035473822
"mu[24]9",2016-04-02,"강원동해시삼척시","무소속1",47.9084044176441,43.0122185584879,53.1890980141898,47.9026988230294,1.22981787120741
"mu[25]9",2016-04-03,"강원동해시삼척시","무소속1",48.6266854243769,43.439506803362,53.2747396187703,48.6130808747897,1.28402484624563
"mu[26]9",2016-04-04,"강원동해시삼척시","무소속1",49.3417992406023,44.9164263481837,53.6410742634166,49.3374503681547,1.22756798449912
"mu[27]9",2016-04-05,"강원동해시삼척시","무소속1",50.0291819464972,46.1232318450689,53.9884347392572,50.0533925327354,1.07021645533713
"mu[28]9",2016-04-06,"강원동해시삼척시","무소속1",50.8190636965642,48.0304775960517,53.972618571685,50.8177036220391,0.77424696186732
