조사 시작,중간 날짜,조사 끝,광역,선거구,,새누리당,더불어민주당,국민의당,정의당,무소속1,무소속2,무소속3,새누리1,민주1,국민1,정의1,무속1,무속2,무속3,무응답,조사 기관,언론사,조사방법,ARS/전화면접,"응답자수(N, 응답완료사례수)",응답률,가중치,나이
2016/04/04,2016/04/05,2016/04/05,대전,중구,대전중구,0.484,0.268,0.142,0,0.041,0,0,0.517647059,0.286631016,0.151871658,0,0.043850267,0,0,0.065,리얼미터,충청투데이,유선/스마트폰앱혼합,ARS,513,2.6,2.49,2
2016/04/03,2016/04/04,2016/04/05,대전,유성구을,대전유성구을,0.254,0.486,0.062,0.051,0,0,0,0.297772567,0.56975381,0.072684642,0.05978898,0,0,0,0.147,마크로밀엠브레인,YTN,유무선혼합RDD,전화면접,503,13.6,1.33,3
2016/04/02,2016/04/04,2016/04/05,세종,세종특별자치시,세종세종특별자치시,0.429,0.081,0.066,0,0.28,0,0,0.501168224,0.094626168,0.077102804,0,0.327102804,0,0,0.144,TNS,SBS,유선RDD,전화면접,549,12.9,2.26,2
2016/04/03,2016/04/04,2016/04/05,세종,세종특별자치시,세종세종특별자치시,0.344,0.098,0.061,0,0.313,0,0,0.421568627,0.120098039,0.074754902,0,0.383578431,0,0,0.184,코리아리서치센터,"KBS,연합뉴스",유선RDD,전화면접,500,14.6,1.97,3
2016/04/03,2016/04/04,2016/04/05,경기,성남시수정구,경기성남시수정구,0.244,0.425,0.124,0.019,0,0,0,0.300492611,0.523399015,0.15270936,0.023399015,0,0,0,0.188,마크로밀엠브레인,YTN,유무선혼합RDD,전화면접,503,13.7,1.3,4
2016/04/03,2016/04/04,2016/04/05,경기,성남시분당구갑,경기성남시분당구갑,0.397,0.323,0.096,0,0,0,0,0.486519608,0.395833333,0.117647059,0,0,0,0,0.184,한국리서치,한겨레신문,유선RDD,전화면접,500,9.1,1.98,2
2016/04/04,2016/04/05,2016/04/05,경기,안양시만안구,경기안양시만안구,0.391,0.265,0.14,0,0,0,0,0.49120603,0.332914573,0.175879397,0,0,0,0,0.204,리얼미터,경기신문,유선/스마트폰앱혼합,ARS,510,4.4,2.18,4
2016/04/02,2016/04/04,2016/04/05,경기,부천시소사구,경기부천시소사구,0.374,0.251,0.147,0.062,0,0,0,0.448441247,0.300959233,0.176258993,0.074340528,0,0,0,0.166,리얼미터,경기신문,유선/스마트폰앱혼합,ARS,500,3.1,2.04,3
2016/04/04,2016/04/05,2016/04/05,경기,고양시갑,경기고양시갑,0.363,0.113,0,0.391,0,0,0,0.418685121,0.130334487,0,0.450980392,0,0,0,0.133,리얼미터,경기신문,유선/스마트폰앱혼합,ARS,512,2.3,2.05,4
2016/04/02,2016/04/04,2016/04/05,경기,고양시갑,경기고양시갑,0.422,0.095,0,0.364,0,0,0,0.479001135,0.107832009,0,0.413166856,0,0,0,0.119,TNS,SBS,유선RDD,전화면접,508,6.5,2.38,3
2016/04/03,2016/04/04,2016/04/05,경기,구리시,경기구리시,0.323,0.396,0.091,0,0,0,0,0.398765432,0.488888889,0.112345679,0,0,0,0,0.19,마크로밀엠브레인,YTN,유무선혼합RDD,전화면접,501,16.4,1.35,4
2016/04/04,2016/04/05,2016/04/05,경기,남양주시병,경기남양주시병,0.403,0.308,0.168,0,0,0,0,0.45847554,0.35039818,0.19112628,0,0,0,0,0.121,리얼미터,경기신문,유선/스마트폰앱혼합,ARS,521,1.4,1.8,2
2016/04/04,2016/04/05,2016/04/05,경기,시흥시갑,경기시흥시갑,0.433,0.263,0.044,0,0.013,0.012,0,0.566013072,0.34379085,0.05751634,0,0.016993464,0.015686275,0,0.235,한국갤럽조사연구소,시흥신문,유선RDD,전화면접,507,11,2.08,3
